timestamp,ip,packet_size,request_rate,label
1730850151.6271884,192.168.0.37,1016,58,Port_Scan
1730850152.48535,192.168.0.229,1129,73,DDOS
1730860161.6404757,192.168.0.145,872,98,DDOS
1730860162.5044515,192.168.0.117,675,72,DDOS
1730860171.651419,192.168.0.3,1281,74,DDOS
1730860172.5553813,192.168.0.24,693,80,Normal
1730860181.6545012,192.168.0.194,528,41,DDOS
1730860182.5624225,192.168.0.5,504,2,Normal
1730860191.6636317,192.168.0.101,1096,71,DDOS
1730860192.5668275,192.168.0.97,685,87,DDOS
1730860201.6784549,192.168.0.107,772,63,Normal
1730860202.5807827,192.168.0.5,513,38,DDOS
1730860211.689462,192.168.0.134,857,66,Normal
1730860212.5883322,192.168.0.235,1183,7,Normal
1730860221.6950002,192.168.0.121,595,48,Port_Scan
1730860222.5967703,192.168.0.191,1078,91,Normal
1730860231.7018874,192.168.0.252,761,29,Port_Scan
1730860232.6056051,192.168.0.218,701,94,Port_Scan
1730860241.7181184,192.168.0.213,523,13,Normal
1730860242.6138458,192.168.0.5,545,97,Normal
1730860251.7279434,192.168.0.244,1250,11,DDOS
1730870252.6248515,192.168.0.85,732,88,Normal
1730870261.7308455,192.168.0.39,1363,29,Normal
1730870262.6415665,192.168.0.103,605,78,Port_Scan
1730870271.745717,192.168.0.62,614,24,Normal
1730870272.649275,192.168.0.155,680,64,Port_Scan
1730870281.751139,192.168.0.53,1056,95,DDOS
1730870282.6541736,192.168.0.99,1098,68,Normal
1730870291.7583165,192.168.0.1,923,53,DDOS
1730870292.6600256,192.168.0.191,1492,16,Normal
1730870301.7662973,192.168.0.132,1050,17,DDOS
1730870302.6643648,192.168.0.62,1362,97,DDOS
1730870311.7821565,192.168.0.76,797,6,Port_Scan
1730870312.6752038,192.168.0.48,569,82,DDOS
1730870321.7871456,192.168.0.91,1278,75,Port_Scan
1730870322.6823394,192.168.0.167,1480,96,DDOS
1730870331.7891724,192.168.0.24,991,36,Normal
1730870332.693185,192.168.0.78,1182,27,DDOS
1730870341.7945545,192.168.0.174,1113,61,Port_Scan
1730870342.7061849,192.168.0.219,569,75,Port_Scan
1730870351.8052242,192.168.0.50,761,93,DDOS
1730880352.7182252,192.168.0.144,1383,35,Port_Scan
1730880361.8092368,192.168.0.129,951,73,DDOS
1730880362.7342906,192.168.0.3,764,96,DDOS
1730880371.814123,192.168.0.206,679,3,DDOS
1730880372.7443159,192.168.0.157,949,66,Normal
1730880381.81627,192.168.0.158,752,53,DDOS
1730880382.754292,192.168.0.49,773,81,Port_Scan
1730880391.8224745,192.168.0.187,1054,10,Port_Scan
1730880392.7612925,192.168.0.242,1215,53,Port_Scan
1730880401.835176,192.168.0.125,916,4,Normal
1730880402.766176,192.168.0.176,1035,85,DDOS
1730880411.8452938,192.168.0.115,1327,61,DDOS
1730880412.787124,192.168.0.73,1394,40,Normal
1730880421.848068,192.168.0.124,529,4,DDOS
1730880422.7923992,192.168.0.33,715,8,DDOS
1730880431.8503392,192.168.0.24,1035,42,DDOS
1730880432.794419,192.168.0.223,1469,69,Normal
1730880441.8644152,192.168.0.142,1110,51,Port_Scan
1730880442.8077586,192.168.0.201,770,15,Port_Scan
1730880451.8767521,192.168.0.141,564,79,Normal
1730890452.819846,192.168.0.65,779,66,DDOS
1730890461.882418,192.168.0.24,906,59,DDOS
1730890462.826056,192.168.0.111,532,6,DDOS
1730890471.8894444,192.168.0.170,678,39,Port_Scan
1730890472.8334088,192.168.0.147,1006,52,Port_Scan
1730890481.8923075,192.168.0.171,1368,11,DDOS
1730890482.8373892,192.168.0.62,1396,6,Normal
1730890491.9025786,192.168.0.92,1488,65,Port_Scan
1730890492.84332,192.168.0.55,1116,67,DDOS
1730890501.9195127,192.168.0.153,734,72,DDOS
1730890502.8513582,192.168.0.172,528,88,DDOS
1730890511.9288487,192.168.0.12,834,83,DDOS
1730890512.862383,192.168.0.48,1369,10,DDOS
1730890521.9434245,192.168.0.168,1426,98,Normal
1730890522.8754535,192.168.0.30,503,18,Port_Scan
1730890531.9587696,192.168.0.215,861,15,DDOS
1730890532.8893194,192.168.0.154,853,43,DDOS
1730890541.9729018,192.168.0.218,961,1,Normal
1730890542.8957446,192.168.0.57,686,51,Normal
1730890551.9866676,192.168.0.85,1062,49,Port_Scan
1730890552.9094203,192.168.0.77,682,38,Normal
1730890561.9938385,192.168.0.226,997,63,DDOS
1730890562.9114978,192.168.0.169,863,8,DDOS
1730900572.0088005,192.168.0.201,688,20,DDOS
1730900572.9178252,192.168.0.84,1493,57,Port_Scan
1730900582.0185218,192.168.0.198,1193,9,Normal
1730900582.929738,192.168.0.249,1343,89,DDOS
1730900592.034626,192.168.0.163,1000,44,DDOS
1730900592.9444,192.168.0.37,1209,1,Port_Scan
1730900602.0414448,192.168.0.100,860,96,Port_Scan
1730900602.9571579,192.168.0.5,545,52,Normal
1730900612.046413,192.168.0.79,547,91,Port_Scan
1730900612.9701836,192.168.0.115,1258,10,DDOS
1730900622.0618293,192.168.0.254,1203,93,Port_Scan
1730900622.975585,192.168.0.221,689,60,DDOS
1730900632.068682,192.168.0.36,958,32,Port_Scan
1730900632.9836812,192.168.0.55,1493,40,DDOS
1730900642.0847018,192.168.0.20,951,63,DDOS
1730900642.9897034,192.168.0.158,1217,85,Normal
1730900652.0964131,192.168.0.166,950,88,Normal
1730900652.9966714,192.168.0.78,746,7,Port_Scan
1730900662.1117122,192.168.0.106,1261,29,Port_Scan
1730900663.014714,192.168.0.152,1152,57,DDOS
1730900672.1187406,192.168.0.17,1103,60,DDOS
1730900673.0175283,192.168.0.137,1200,27,Port_Scan
1730900682.122748,192.168.0.65,916,46,Port_Scan
1730900683.035249,192.168.0.199,1243,81,Port_Scan
1730900692.1294146,192.168.0.176,1460,92,Port_Scan
1730900693.051659,192.168.0.206,764,62,DDOS
1730900702.14755,192.168.0.145,823,15,DDOS
1730900703.067133,192.168.0.93,1292,24,DDOS
1730900712.1504185,192.168.0.207,533,12,DDOS
1730900713.0767243,192.168.0.181,1058,37,DDOS
1730900722.160491,192.168.0.128,625,74,Normal
1730900723.0937538,192.168.0.134,714,68,DDOS
1730900732.1768036,192.168.0.250,1432,29,DDOS
1730910733.1088624,192.168.0.114,1217,78,Port_Scan
1730910742.1879232,192.168.0.249,1396,45,DDOS
1730910743.117538,192.168.0.55,1499,89,Normal
1730910752.200946,192.168.0.73,973,33,Normal
1730910753.1332932,192.168.0.195,841,81,DDOS
1730910762.2096164,192.168.0.161,571,65,DDOS
1730910763.1478083,192.168.0.237,937,89,DDOS
1730910772.2190661,192.168.0.136,600,96,Port_Scan
1730910773.1525729,192.168.0.144,1226,22,DDOS
1730910782.2267203,192.168.0.127,977,58,Normal
1730910783.157528,192.168.0.130,940,13,Normal
1730910792.2411976,192.168.0.74,1264,39,Port_Scan
1730910793.162405,192.168.0.247,1048,75,DDOS
1730910802.2538052,192.168.0.25,934,14,Normal
1730910803.1679895,192.168.0.190,589,58,Port_Scan
1730910812.2598567,192.168.0.157,1086,50,DDOS
1730910813.1798148,192.168.0.73,1255,53,Port_Scan
1730910822.2628033,192.168.0.55,1482,41,DDOS
1730910823.1899014,192.168.0.178,788,34,Normal
1730910832.2707722,192.168.0.244,1305,22,DDOS
1730910833.1920767,192.168.0.88,1230,87,Port_Scan
1730910842.284177,192.168.0.252,1446,86,Normal
1730910843.2008069,192.168.0.27,725,90,DDOS
1730910852.2984085,192.168.0.127,675,43,DDOS
1730910853.2056994,192.168.0.141,849,50,DDOS
1730910862.313148,192.168.0.197,504,42,Normal
1730910863.2077632,192.168.0.238,531,77,Port_Scan
1730910872.317424,192.168.0.87,801,72,Normal
1730910873.215459,192.168.0.117,1331,77,Port_Scan
1730920882.3212795,192.168.0.143,629,73,Normal
1730920883.2333703,192.168.0.254,553,30,Port_Scan
1730920892.3232622,192.168.0.143,1102,44,Port_Scan
1730920893.236011,192.168.0.106,642,43,DDOS
1730920902.3370016,192.168.0.67,854,58,DDOS
1730920903.2403808,192.168.0.128,1395,63,DDOS
1730920912.352213,192.168.0.158,787,79,DDOS
1730920913.2439806,192.168.0.236,794,7,Port_Scan
1730920922.359504,192.168.0.11,1148,47,DDOS
1730920923.2521126,192.168.0.195,683,67,Port_Scan
1730920932.3681674,192.168.0.211,1092,80,Normal
1730920933.2672064,192.168.0.11,749,88,DDOS
1730920942.3777652,192.168.0.228,526,63,DDOS
1730920943.2750676,192.168.0.65,1022,5,Port_Scan
1730920952.3928704,192.168.0.126,717,79,DDOS
1730920953.2796283,192.168.0.51,1380,3,Normal
1730920962.3976567,192.168.0.155,841,46,Normal
1730920963.2966206,192.168.0.235,851,18,Port_Scan
1730920972.41259,192.168.0.206,1005,29,DDOS
1730920973.3084686,192.168.0.231,631,11,DDOS
1730920982.4258258,192.168.0.31,501,75,Port_Scan
1730920983.3180804,192.168.0.252,917,38,DDOS
1730920992.4285207,192.168.0.222,952,21,DDOS
1730920993.3337374,192.168.0.53,716,42,Normal
1730921002.4353669,192.168.0.216,969,16,Normal
1730921003.3479197,192.168.0.190,755,55,Normal
1730921012.45268,192.168.0.193,503,29,Port_Scan
1730921013.353974,192.168.0.67,1206,18,Normal
1730921022.4616182,192.168.0.42,576,13,Normal
1730921023.3585737,192.168.0.240,792,76,DDOS
1730921032.4706135,192.168.0.145,1060,76,DDOS
1730921033.3687613,192.168.0.22,821,32,Port_Scan
1730921042.4841235,192.168.0.38,504,88,DDOS
1730921043.378337,192.168.0.197,1011,94,Port_Scan
1730921052.4947433,192.168.0.134,1312,53,Port_Scan
1730921053.3900037,192.168.0.144,950,48,Normal
1730921062.505078,192.168.0.140,1461,53,Normal
1730921063.398024,192.168.0.53,770,82,Normal
1730921072.5176585,192.168.0.214,866,5,Normal
1730921073.4017396,192.168.0.171,625,68,Port_Scan
1730921082.531793,192.168.0.86,1214,82,Port_Scan
1730921083.4050026,192.168.0.41,733,54,Port_Scan
1730921092.5492935,192.168.0.1,1097,9,DDOS
1730921093.4147196,192.168.0.56,917,71,Normal
1730921102.5531144,192.168.0.169,639,86,DDOS
1730921103.421112,192.168.0.19,1247,12,Port_Scan
1730921112.5636246,192.168.0.187,907,37,Normal
1730921113.4386659,192.168.0.41,949,11,Port_Scan
1730921122.574165,192.168.0.82,675,80,Normal
1730921123.4561703,192.168.0.83,1442,91,Port_Scan
1730921132.586985,192.168.0.128,1467,7,Normal
1730921133.4709492,192.168.0.213,932,53,Port_Scan
1730921142.5942209,192.168.0.74,1181,16,Normal
1730921143.4747596,192.168.0.32,1275,23,DDOS
1730921152.5971875,192.168.0.147,669,77,Port_Scan
1730921153.479429,192.168.0.47,613,24,Normal
1730921162.604651,192.168.0.111,1140,48,Normal
1730921163.4863048,192.168.0.148,962,6,DDOS
1730921172.6110876,192.168.0.143,932,64,Normal
1730921173.4930754,192.168.0.40,1199,89,DDOS
1730921182.6175413,192.168.0.254,1123,31,Normal
1730921183.5029597,192.168.0.200,1083,45,Normal
1730921192.631251,192.168.0.105,1140,46,DDOS
1730921193.5064886,192.168.0.143,1099,85,Port_Scan
1730921202.6417997,192.168.0.251,925,88,DDOS
1730921203.5167997,192.168.0.78,683,86,Port_Scan
1730921212.655361,192.168.0.29,1352,25,DDOS
1730921213.5235374,192.168.0.86,920,5,DDOS
1730921222.6705446,192.168.0.197,1178,58,Normal
1730921223.5315423,192.168.0.118,666,6,DDOS
1730921232.686917,192.168.0.17,779,82,Normal
1730921233.53866,192.168.0.159,887,28,DDOS
1730921242.712495,192.168.0.161,1395,59,DDOS
1730921243.5527031,192.168.0.1,1426,75,Port_Scan
1730921252.7224505,192.168.0.147,1109,42,DDOS
1730921253.561528,192.168.0.229,1492,23,Port_Scan
1730921262.7366195,192.168.0.1,1053,91,Normal
1730921263.563744,192.168.0.237,1052,26,Port_Scan
1730921272.7469006,192.168.0.32,541,9,Port_Scan
1730921273.573023,192.168.0.251,530,55,Normal
1730921282.7617762,192.168.0.54,1348,67,Port_Scan
1730921283.585779,192.168.0.138,1184,79,Normal
1730921292.7649088,192.168.0.62,1202,86,Normal
1730921293.5979073,192.168.0.143,1032,82,Port_Scan
1730921302.771229,192.168.0.116,1255,11,DDOS
1730921303.6088796,192.168.0.128,755,69,Normal
1730921312.783194,192.168.0.83,1036,69,Normal
1730921313.620756,192.168.0.189,1326,10,Port_Scan
1730921322.7867532,192.168.0.68,602,20,Normal
1730921323.6348093,192.168.0.109,736,31,Normal
1730921332.8029954,192.168.0.56,1131,99,Port_Scan
1730921333.6489358,192.168.0.220,1289,67,Port_Scan
1730921342.8169305,192.168.0.79,572,82,Normal
1730921343.66293,192.168.0.160,1195,17,Port_Scan
1730921352.820694,192.168.0.47,964,96,DDOS
1730921353.6748667,192.168.0.95,764,94,Normal
1730921362.834152,192.168.0.65,1305,17,DDOS
1730921363.6830373,192.168.0.136,574,8,DDOS
1730921372.851098,192.168.0.69,1128,83,Normal
1730921373.6880956,192.168.0.206,1025,42,Port_Scan
1730921382.8629334,192.168.0.227,799,53,DDOS
1730921383.6981478,192.168.0.86,913,44,Normal
1730921392.876897,192.168.0.117,1304,92,Normal
1730921393.7148926,192.168.0.66,1290,56,DDOS
1730921402.885928,192.168.0.8,1266,91,Normal
1730921403.7264864,192.168.0.132,734,42,Port_Scan
1730921412.9010406,192.168.0.17,708,27,Normal
1730921413.7303069,192.168.0.183,1482,30,Normal
1730921422.9031556,192.168.0.242,1288,90,DDOS
1730921423.737034,192.168.0.31,1378,15,Port_Scan
1730921432.9104373,192.168.0.219,1010,71,Normal
1730921433.7451096,192.168.0.214,951,50,Port_Scan
1730921442.9141624,192.168.0.66,1110,44,Normal
1730921443.7601154,192.168.0.82,1027,41,Port_Scan
1730921452.921166,192.168.0.74,631,45,Normal
1730921453.7721097,192.168.0.25,508,40,DDOS
1730921462.9358637,192.168.0.222,727,1,DDOS
1730921463.7835193,192.168.0.135,710,44,DDOS
1730921472.9466176,192.168.0.192,1115,22,Port_Scan
1730921473.795332,192.168.0.247,1477,48,Normal
1730921482.9565315,192.168.0.62,1285,15,Normal
1730921483.7984467,192.168.0.48,1157,62,DDOS
1730921492.966341,192.168.0.50,1416,19,DDOS
1730921493.8063285,192.168.0.99,1288,93,Normal
1730921502.9805186,192.168.0.198,665,29,DDOS
1730921503.8105793,192.168.0.47,1384,5,Port_Scan
1730921512.9833996,192.168.0.249,604,14,DDOS
1730921513.8224754,192.168.0.31,1066,65,DDOS
1730921522.9878628,192.168.0.198,1078,36,Port_Scan
1730921523.8293924,192.168.0.141,770,64,Port_Scan
1730921532.9934287,192.168.0.196,539,4,Port_Scan
1730921533.8466046,192.168.0.22,587,76,Normal
1730921543.0055404,192.168.0.177,608,32,DDOS
1730921543.8555334,192.168.0.197,580,79,DDOS
1730921553.0075085,192.168.0.237,882,9,Normal
1730921553.8585858,192.168.0.42,1280,40,Normal
1730921563.0196679,192.168.0.133,1372,2,DDOS
1730921563.869898,192.168.0.26,1183,44,DDOS
1730921573.0286613,192.168.0.145,1416,34,Normal
1730921573.8775883,192.168.0.86,998,32,DDOS
1730921583.041726,192.168.0.102,854,10,Normal
1730921583.8876202,192.168.0.204,575,54,Port_Scan
1730921593.0527327,192.168.0.117,833,20,Port_Scan
1730921593.900648,192.168.0.155,1063,77,DDOS
1730921603.0586998,192.168.0.129,1403,97,Normal
1730921603.914767,192.168.0.155,1473,1,Normal
1730921613.0687745,192.168.0.225,1106,30,DDOS
1730921613.922682,192.168.0.46,570,4,Normal
1730921623.070915,192.168.0.87,567,40,DDOS
1730921623.9360552,192.168.0.89,1351,86,Port_Scan
1730921633.0747633,192.168.0.39,1193,43,Port_Scan
1730921633.9487634,192.168.0.88,1032,37,DDOS
1730921643.0804956,192.168.0.164,873,2,DDOS
1730921643.9627593,192.168.0.211,1059,12,DDOS
1730921653.086979,192.168.0.59,922,6,Normal
1730921653.9708517,192.168.0.8,934,18,Port_Scan
1730921663.0918884,192.168.0.247,1321,73,Normal
1730921663.986055,192.168.0.159,953,12,DDOS
1730921673.1079504,192.168.0.242,1191,63,Port_Scan
1730921674.0019517,192.168.0.56,895,55,Port_Scan
1730921683.1097338,192.168.0.22,606,92,Normal
1730921684.003977,192.168.0.218,1240,55,DDOS
1730921693.1259913,192.168.0.113,1058,87,Normal
1730921694.0148194,192.168.0.201,592,11,Port_Scan
1730921703.130239,192.168.0.35,1094,44,Port_Scan
1730921704.0271933,192.168.0.251,981,73,DDOS
1730921713.1336684,192.168.0.142,1183,66,DDOS
1730921714.0395076,192.168.0.161,1229,53,Normal
1730921723.1497083,192.168.0.200,817,22,Normal
1730921724.046281,192.168.0.225,1048,72,Normal
1730921733.1654959,192.168.0.84,502,31,Normal
1730921734.0655556,192.168.0.165,1422,33,Normal
1730921743.170648,192.168.0.3,703,11,Port_Scan
1730921744.0836716,192.168.0.221,635,41,Port_Scan
1730921753.1867626,192.168.0.192,1080,37,DDOS
1730921754.09666,192.168.0.102,1018,35,DDOS
1730921763.1902082,192.168.0.32,1203,94,Normal
1730921764.1110616,192.168.0.224,731,90,Normal
1730921773.200047,192.168.0.58,1195,27,DDOS
1730921774.1160593,192.168.0.232,1085,11,DDOS
1730921783.2142503,192.168.0.253,619,36,DDOS
1730921784.11856,192.168.0.202,1498,21,Normal
1730921793.2209303,192.168.0.219,1457,6,Normal
1730921794.1202643,192.168.0.110,735,36,Port_Scan
1730921803.2328947,192.168.0.143,1144,38,DDOS
1730921804.1264553,192.168.0.90,1188,60,Port_Scan
1730921813.247458,192.168.0.151,798,19,Normal
1730921814.134006,192.168.0.12,1367,55,Normal
1730921823.2525992,192.168.0.64,639,48,Port_Scan
1730921824.1434028,192.168.0.245,1160,72,Normal
1730921833.2644966,192.168.0.94,627,47,Normal
1730921834.1453934,192.168.0.222,1449,98,Normal
1730921843.2730854,192.168.0.173,1184,78,Port_Scan
1730921844.1530972,192.168.0.200,506,83,Normal
1730921853.2750602,192.168.0.154,602,90,Normal
1730921854.1697526,192.168.0.17,712,62,Normal
1730921863.2858455,192.168.0.19,1496,1,DDOS
1730921864.1860082,192.168.0.139,860,1,DDOS
1730921873.3028567,192.168.0.33,1221,45,Normal
1730921874.202852,192.168.0.201,590,33,Normal
1730921883.3204513,192.168.0.2,1012,74,Port_Scan
1730921884.20631,192.168.0.247,1107,99,Port_Scan
1730921893.3327587,192.168.0.243,776,36,DDOS
1730921894.212636,192.168.0.149,993,43,DDOS
1730921903.3486726,192.168.0.185,717,51,DDOS
1730921904.2157784,192.168.0.105,875,28,DDOS
1730921913.3530788,192.168.0.34,867,81,Normal
1730921914.2311301,192.168.0.83,1173,63,Port_Scan
1730921923.3668675,192.168.0.85,851,25,Port_Scan
1730921930.2292557,192.168.0.46,1412,25,Port_Scan
1730921933.376888,192.168.0.229,611,58,Port_Scan
1730921940.235904,192.168.0.84,501,11,Normal
1730921943.384622,192.168.0.124,1077,36,Normal
1730921950.252994,192.168.0.64,1055,94,DDOS
1730921953.3866158,192.168.0.148,1424,92,Port_Scan
1730921960.257046,192.168.0.170,1259,24,Port_Scan
1730921963.3934076,192.168.0.37,1210,68,Normal
1730921970.2680378,192.168.0.94,1067,33,Normal
1730921973.4053695,192.168.0.217,1276,87,Normal
1730921980.270909,192.168.0.86,626,48,DDOS
1730921983.4207494,192.168.0.249,887,90,Port_Scan
1730921990.2784781,192.168.0.24,657,32,Normal
1730921993.4282634,192.168.0.187,1262,74,DDOS
1730922000.2833045,192.168.0.119,553,1,Normal
1730922003.4412606,192.168.0.122,979,8,Port_Scan
1730922010.310646,192.168.0.179,640,59,Normal
1730922013.4560711,192.168.0.36,1498,83,Normal
1730922020.3169417,192.168.0.225,964,3,Port_Scan
1730922023.466724,192.168.0.217,1028,28,DDOS
1730922030.3268826,192.168.0.112,1103,49,Normal
1730922033.4702873,192.168.0.94,944,11,DDOS
1730922040.3372781,192.168.0.63,1098,36,DDOS
1730922043.4805844,192.168.0.237,1126,41,Normal
1730922050.3414743,192.168.0.247,1133,66,Port_Scan
1730922053.4965265,192.168.0.6,1194,62,Port_Scan
1730922060.3552501,192.168.0.119,601,44,Normal
1730922063.4984832,192.168.0.167,790,2,Port_Scan
1730922070.3624902,192.168.0.194,544,68,DDOS
1730922073.5114415,192.168.0.154,644,35,Port_Scan
1730922080.3761404,192.168.0.110,1473,85,Port_Scan
1730922083.517156,192.168.0.83,1450,68,DDOS
1730922090.3924527,192.168.0.222,1290,9,DDOS
1730922093.53377,192.168.0.112,864,74,Port_Scan
1730922100.3952482,192.168.0.120,1095,41,DDOS
1730922103.550654,192.168.0.51,1190,37,Normal
1730922110.4114566,192.168.0.223,1441,53,Port_Scan
1730922113.5700974,192.168.0.90,805,25,Port_Scan
1730922120.425066,192.168.0.79,1291,57,Port_Scan
1730922123.5725763,192.168.0.185,893,28,Port_Scan
1730922130.435955,192.168.0.92,640,32,DDOS
1730922133.579555,192.168.0.62,1246,84,Port_Scan
1730922140.4502397,192.168.0.172,525,25,DDOS
1730922143.591861,192.168.0.249,1019,76,Port_Scan
1730922150.457558,192.168.0.6,604,11,Port_Scan
1730922153.5999415,192.168.0.130,1257,10,Normal
1730922160.4679086,192.168.0.88,857,21,Port_Scan
1730922163.616781,192.168.0.209,1368,9,Port_Scan
1730922170.479434,192.168.0.92,1368,83,DDOS
1730922173.626771,192.168.0.32,931,56,DDOS
1730922180.4917305,192.168.0.245,1257,90,Normal
1730922183.6350045,192.168.0.57,572,57,Port_Scan
1730922190.4948905,192.168.0.138,1335,99,Normal
1730922193.63685,192.168.0.252,1094,70,Normal
1730922200.5019672,192.168.0.99,643,58,Port_Scan
1730922203.6488008,192.168.0.33,867,59,Normal
1730922210.5103612,192.168.0.237,1086,53,DDOS
1730922213.6559877,192.168.0.240,923,59,DDOS
1730922220.5179253,192.168.0.233,1001,4,Port_Scan
1730922223.6631224,192.168.0.59,1353,86,Normal
1730922230.5291548,192.168.0.58,1403,96,Port_Scan
